Vnum	Name	Type	SubType	Size	AntiFlags	Flags	WearFlags	ImmuneFlags	Gold	ShopBuyPrice	RefinedVnum	RefineSet	AlterToMagicItemPercent	LimitType0	LimitValue0	LimitType1	LimitValue1	ApplyType0	ApplyValue0	ApplyType1	ApplyValue1	ApplyType2	ApplyValue2	Value0	Value1	Value2	Value3	Value4	Value5	Specular	GainSocketPercent	AddonType
71130	ÅëÇàÁõ¸í¼­	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71131	Èæ¸¶¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20119	APPLY_MOV_SPEED	60	APPLY_NONE	0	10080	0	0	0	0	0	0	0	0
71132	Èæ¸¶¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20119	APPLY_MOV_SPEED	60	APPLY_NONE	0	21600	0	0	0	0	0	0	0	0
71133	Èæ¸¶¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20119	APPLY_MOV_SPEED	60	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0
71134	Èæ¸¶¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20119	APPLY_MOV_SPEED	60	APPLY_NONE	0	86400	0	0	0	0	0	0	0	0
71135	ÃÊ½Â´ÞÀÇ ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71136	ÇÒ·ÎÀ© »çÅÁ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71137	Ã»ÀÇÀü°©¿ø¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SELL | ANTI_STACK	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20120	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	28800	0	0	0	0	0	0	0	0
71138	ÁøÀûÀÇÀü°©¿ø¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SELL | ANTI_STACK	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20121	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	28800	0	0	0	0	0	0	0	0
71139	È²ÀÇÀü°©¿ø¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SELL | ANTI_STACK	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20122	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	28800	0	0	0	0	0	0	0	0
71140	³ìÀÇÀü°©¿ø¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SELL | ANTI_STACK	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20123	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	28800	0	0	0	0	0	0	0	0
71141	ÈæÀÇÀü°©¿ø¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SELL | ANTI_STACK	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20124	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	28800	0	0	0	0	0	0	0	0
71142	¹éÀÇÀü°©¿ø¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_SELL | ANTI_STACK	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20125	APPLY_MALL_EXPBONUS	30	APPLY_NONE	0	28800	0	0	0	0	0	0	0	0
71143	Çàº¹ÀÇ ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71144	Å©¸®½º¸¶½º ¼±¹°»óÀÚ	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71145	¿µ¿øÇÑ »ç¶ûÀÇ ÆÒ´øÆ®	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71146	»ç¶ûÀÇ ¼±¹°»óÀÚ (ÇÎÅ©)	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71147	»ç¶ûÀÇ ¼±¹°»óÀÚ (ºí·ç)	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71148	±Ù¼ºÀÇ ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71149	¸¶¼ºÀÇ ¹ÝÁö	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71150	¸¶¹ýÀÇ ´Þ°¿	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71151	¿¬Àç°æºñ¼­	ITEM_USE	USE_CHANGE_ATTRIBUTE	1	ANTI_DROP | ANTI_SELL | ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71152	¿¬Àç°¡ºñ¼­	ITEM_USE	USE_ADD_ATTRIBUTE	1	ANTI_DROP | ANTI_SELL | ANTI_STACK	LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71153	°æÇèÀÇ ¹°¾à	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	66	100	3600	0	0	0	0	0
71154	°æÇèÀÇ ¹°¾à	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	66	80	10800	0	0	0	0	0
71155	°æÇèÀÇ ¹°¾à	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	66	100	10800	0	0	0	0	0
71156	°æÇèÀÇ ¹°¾à	ITEM_USE	USE_AFFECT	1	ANTI_DROP | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE | ITEM_SLOW_QUERY	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	510	66	150	10800	0	0	0	0	0
71157	°æÇèÀÇ ¹°¾à	ITEM_BLEND	0	1	NONE	ITEM_STACKABLE | ITEM_SLOW_QUERY	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71158	¿µ¿õÀÇ ÁõÇ¥	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71159	±â³ä¼±¹°»óÀÚ	ITEM_GIFTBOX	0	1	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71160	±â³ä¼±¹°»óÀÚ	ITEM_GIFTBOX	0	1	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71161	ÇÒ·ÎÀ©Èæ¸¶¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20219	APPLY_MOV_SPEED	60	APPLY_NONE	0	43200	0	0	0	0	0	0	0	0
71164	Å©¸®½º¸¶½º¼ø·Ï¼ÒÈ¯±Ç	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20220	APPLY_MOV_SPEED	60	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71165	Àü°©¹é¿õ ¼ÒÈ¯ÆÐ	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20221	APPLY_MOV_SPEED	60	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71166	Àü°©ÆÒ´õ ¼ÒÈ¯ÆÐ	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20222	APPLY_MOV_SPEED	60	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71171	¹éÀ¯´ÏÄÜ¼ÒÈ¯ÆÐ	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20227	APPLY_MOV_SPEED	60	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71172	ÈæÀ¯´ÏÄÜ¼ÒÈ¯ÆÐ	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20226	APPLY_MOV_SPEED	60	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71173	Àû·æ¼ºÀÌµ¿¼­	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LEVEL	90	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71174	Àû·æ¼ºÀü¿ëÀÔÀå±Ç(½Ã°£)	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	10800	LEVEL	90	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71175	Àû·æ¼ºÀü¿ëÀÔÀå±Ç	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LEVEL	90	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71176	Àü°©Èæ¹ü ¼ÒÈ¯ÆÐ	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20231	APPLY_MOV_SPEED	30	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71177	Àü°©Ç¥¹ü ¼ÒÈ¯ÆÐ	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20232	APPLY_MOV_SPEED	30	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71178	¸¶½ºÅÍ ÆÑ1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71179	¸¶½ºÅÍ ÆÑ2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71180	°æÇèÀÇ¹ÝÁö+80	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_IRREMOVABLE | LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71181	°æÇèÀÇ¹ÝÁö+100	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	ITEM_IRREMOVABLE | LOG	WEAR_SHIELD	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	180	0	0	0	0	0	0	0	0
71182	³ë¶û Àü°©º´¾Æ¸® ¼ÒÈ¯ÆÐ1	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20233	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	180	0	0	0	0	0	0	0	0
71183	Èò Àü°©º´¾Æ¸® ¼ÒÈ¯ÆÐ1	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20234	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	180	0	0	0	0	0	0	0	0
71184	³ë¶û Àü°©º´¾Æ¸® ¼ÒÈ¯ÆÐ2	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20235	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	300	0	0	0	0	0	0	0	0
71185	Èò Àü°©º´¾Æ¸® ¼ÒÈ¯ÆÐ2	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20236	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	300	0	0	0	0	0	0	0	0
71186	³ë¶û Àü°©º´¾Æ¸® ¼ÒÈ¯ÆÐ3	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20237	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	480	0	0	0	0	0	0	0	0
71187	Èò Àü°©º´¾Æ¸® ¼ÒÈ¯ÆÐ3	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20238	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	480	0	0	0	0	0	0	0	0
71188	ºÎÈ°Àý »çÅÁ	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71190	ÇÒ·ÎÀ© ¼±¹°»óÀÚ	ITEM_GIFTBOX	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_MYSHOP | ANTI_SAFEBOX	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71191	ÀèÀÇ ¼±¹°»óÀÚ	ITEM_GIFTBOX	0	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71192	Å©¸®½º¸¶½º ¼ø·Ï ¼ÒÈ¯ÆÐ1	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20239	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	43200	0	0	0	0	0	0	0	0
71193	Å©¸®½º¸¶½º ¼ø·Ï ¼ÒÈ¯ÆÐ2	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20240	APPLY_MOV_SPEED	20	APPLY_MALL_EXPBONUS	30	43200	0	0	0	0	0	0	0	0
71194	Ä«µåÁ¶°¢(Gold)	ITEM_GIFTBOX	0	1	ANTI_DROP	ITEM_STACKABLE	NONE	NONE	1	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	0	0	0	0	0	0
71195	Ä«µåÁ¶°¢(Silver)	ITEM_GIFTBOX	0	1	ANTI_DROP	ITEM_STACKABLE	NONE	NONE	1	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
71196	Ä«µåÁ¶°¢(Bronze)	ITEM_GIFTBOX	0	1	ANTI_DROP	ITEM_STACKABLE	NONE	NONE	1	0	0	0	0	REAL_TIME	10368000	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	1	0	0	0	0	0	0	0	0
71197	ºÎÈ°Àý º´¾Æ¸® ¼ÒÈ¯ÆÐ(b)	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20241	APPLY_ATTBONUS_MONSTER	15	APPLY_MALL_EXPBONUS	30	43200	0	0	0	0	0	0	0	0
71198	ºÎÈ°Àý º´¾Æ¸® ¼ÒÈ¯ÆÐ(r)	ITEM_COSTUME	COSTUME_MOUNT	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	QUEST_USE | LOG	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	20242	APPLY_ATTBONUS_MONSTER	15	APPLY_MALL_EXPBONUS	30	43200	0	0	0	0	0	0	0	0
71199	ÃÊÄÝ¸´ ÆÒ´øÆ®	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71201	¿ë¹æ ÇÁ¸®¹Ì¾ö ÀÔÀå±Ç	ITEM_MATERIAL	MATERIAL_LEATHER	1	NONE	ITEM_STACKABLE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71202	ÀÌºí¾ÆÀÌ ÆÒ´øÆ®	ITEM_UNIQUE	UNIQUE_NONE	1	ANTI_DROP | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	WEAR_SHIELD	NONE	0	0	0	0	0	REAL_TIME	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71203	³ªÇÑ±º ¸¶½ºÅÍ ÆÑ1	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
71204	³ªÇÑ±º ¸¶½ºÅÍ ÆÑ2	ITEM_QUEST	0	1	ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP | ANTI_SAFEBOX	NONE	NONE	NONE	0	0	0	0	0	LIMIT_NONE	0	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	0	0	0	0	0	0
